DeviceObj,Circuit,Location,Debug
Treadmill gym,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.56,,
Fan F-16,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.57,,
Treadmill gym,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.58,,
Scoreboards Dunn gym,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.59,,
Fan F-18,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.60,,
Folding partition Dunn Gym,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.61,,
ACC 1,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.62,2006,
Folding partition Dunn Gym,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.63,,
RM L2,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.64,,
Folding partition Dunn Gym,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.65,,
Blackboard,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.66,,
Rec.Asst Dir (??),MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.67,,
Blackboard,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.68,,
Bleachers #1,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.69,,
Bleachers #2,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.69,,
Bleachers #3,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.70,,
Bleachers #4,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.70,,
Bleachers #1,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.71,,
Bleachers #2,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.71,,
Bleachers #3,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.72,,
Bleachers #4,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.72,,
Bleachers #1,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.73,,
Bleachers #2,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.73,,
Bleachers #3,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.74,,
Bleachers #4,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.74,,
AHU-14,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.75,,
Asst Dir Office,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.75,,
Outlets,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.76,,
Working area,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.76,,
Asst Dir Office,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.76,,
Outlets Field house (Ceiling),MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.77,,
Receptacle,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.77,,
Voting booths (South),MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.79,,
Field House,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.79,,
Voting booths (North),MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.80,,
Field House,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.80,,
Voting booths (South),MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.81,,
Field House,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.81,,
Voting booths (North),MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.82,,
Field House,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.82,,
Voting booths (South),MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.83,,
Field House,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.83,,
Voting booths (North),MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.84,,
Field House,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.84,,
Outlets roof top RTU 1,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.85,roof,
Outlets near RTU 2,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.85,roof,
Backboard #1,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.86,,
AHU-14,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.87,,
Asst Dir Office,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.87,,
Backboard #2,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.88,,
AHU-14,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.89,,
Asst Dir Office,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.89,,
Backboard #3,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.90,,
Backboard #4,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.91,,
Generator,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.92,,
Backboard #5,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.93,,
Alarm Relays,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.94,,
Backboard #6,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.95,,
Alarm Relays,MSWB.7-DG.DG.3-L4G1sec1.L4G1sec1.20-TGD.TGD.LG1sec2.96,,
Lights lobby,MSWB.7-DG.DG.3-L4G1sec2.L4G1sec2.20,2016,
Lights lobby,MSWB.7-DG.DG.3-L4G1sec2.L4G1sec2.22,2016,
Lights vest,MSWB.7-DG.DG.3-L4G1sec2.L4G1sec2.23,2016,
Lights,MSWB.7-DG.DG.3-L4G1sec2.L4G1sec2.24,2006,
Lights,MSWB.7-DG.DG.3-L4G1sec2.L4G1sec2.24,2007,
Lights,MSWB.7-DG.DG.3-L4G1sec2.L4G1sec2.24,2013,
Lights corr,MSWB.7-DG.DG.3-L4G1sec2.L4G1sec2.24,2010,
Lights gym dimmer control (reference),MSWB.7-DG.DG.3-L4G1sec2.L4G1sec2.25,1001,
Lights gym,MSWB.7-DG.DG.3-L4G1sec2.L4G1sec2.26,2001,
Lights gym,MSWB.7-DG.DG.3-L4G1sec2.L4G1sec2.27,2001,
Lights gym,MSWB.7-DG.DG.3-L4G1sec2.L4G1sec2.28,2001,
Lights gym,MSWB.7-DG.DG.3-L4G1sec2.L4G1sec2.29,2001,
Lights gym,MSWB.7-DG.DG.3-L4G1sec2.L4G1sec2.30,2001,
Lights gym,MSWB.7-DG.DG.3-L4G1sec2.L4G1sec2.31,2001,
Lights gym,MSWB.7-DG.DG.3-L4G1sec2.L4G1sec2.32,2001,
Lights gym,MSWB.7-DG.DG.3-L4G1sec2.L4G1sec2.33,2001,
Lights lobby,MSWB.7-DG.DG.3-L4G1sec2.L4G1sec2.34,2016,
3rd Floor,MSWB.7-DG.DG.3-L4G1sec2.L4G1sec2.34,,
Lights,MSWB.7-DG.DG.3-L4G1sec2.L4G1sec2.34,stairs B1,
Fan F-17A,MSWB.7-DG.DG.3-L4G1sec2.L4G1sec2.35,,
At jb above ceiling,MSWB.7-DG.DG.3-L4G1sec2.L4G1sec2.36,2011,
Fan F-17A,MSWB.7-DG.DG.3-L4G1sec2.L4G1sec2.37,,
Lights gym Zone 2 panel 2,MSWB.7-DG.DG.3-L4G1sec2.L4G1sec2.38,1001,
Fan F-17A,MSWB.7-DG.DG.3-L4G1sec2.L4G1sec2.39,,
Lights gym Zone 1 panel 1,MSWB.7-DG.DG.3-L4G1sec2.L4G1sec2.40,1001,
Lights gym Zone 2 panel 1,MSWB.7-DG.DG.3-L4G1sec2.L4G1sec2.42,1001,
Lights gym Zone 4 panel 3,MSWB.7-DG.DG.3-L4G1sec2.L4G1sec2.44,1001,
Lights gym Zone 3 panel 2,MSWB.7-DG.DG.3-L4G1sec2.L4G1sec2.46,1001,
Lights gym Zone 3 panel 2,MSWB.7-DG.DG.3-L4G1sec2.L4G1sec2.48,1001,
Lights gym Zone 1 panel 1,MSWB.7-DG.DG.3-L4G1sec2.L4G1sec2.49,1001,
Lights gym Zone 4 panel 3,MSWB.7-DG.DG.3-L4G1sec2.L4G1sec2.50,1001,
Lights gym Zone 1 panel 1,MSWB.7-DG.DG.3-L4G1sec2.L4G1sec2.51,1001,
Lights gym Zone 4 panel 3 (East court 7/8),MSWB.7-DG.DG.3-L4G1sec2.L4G1sec2.52,1001,
Lights gym Zone 2 panel 1,MSWB.7-DG.DG.3-L4G1sec2.L4G1sec2.53,1001,
Lights gym Zone 3 panel 2,MSWB.7-DG.DG.3-L4G1sec2.L4G1sec2.54,1001,
ACCU-1,MSWB.7-DG.DG.4,,
Site Light / Time clock,MSWB.7-DG.DG.6,,
Site Light / Time clock,MSWB.7-DG.DG.7,,
Site Light / Time clock,MSWB.7-DG.DG.8,,
Canteen Washer Booster Heater,MSWB.8-DL.DL.1-PK.PK.1,,
Oven,MSWB.8-DL.DL.1-PK.PK.2,,
2-Power Wash Sink,MSWB.8-DL.DL.1-PK.PK.2,,
Oven & Blower (North Hood),MSWB.8-DL.DL.1-PK.PK.3,,
Oven & Blower (North Hood),MSWB.8-DL.DL.1-PK.PK.4,,
Kettles,MSWB.8-DL.DL.1-PK.PK.5,,
Steamer under south hood,MSWB.8-DL.DL.1-PK.PK.6,,
Steamer under south hood,MSWB.8-DL.DL.1-PK.PK.7,,
TET AIR Oven (??),MSWB.8-DL.DL.1-PK.PK.8,,
Receptacle,MSWB.8-DL.DL.1-PK.PK.12-TK.TK.PKA.1,,
Receptacle Work Table,MSWB.8-DL.DL.1-PK.PK.12-TK.TK.PKA.2,,
Receptacle Slicer,MSWB.8-DL.DL.1-PK.PK.12-TK.TK.PKA.3,,
Receptacle Proofer,MSWB.8-DL.DL.1-PK.PK.12-TK.TK.PKA.4,,
Lights New Kitchen Director Office (??),MSWB.8-DL.DL.1-PK.PK.12-TK.TK.PKA.7,,
60 Quart Mixer (South),MSWB.8-DL.DL.1-PK.PK.12-TK.TK.PKA.8,,
Receptacle Assistant Director Office (??),MSWB.8-DL.DL.1-PK.PK.12-TK.TK.PKA.9,,
Receptacle Assistant Director Office,MSWB.8-DL.DL.1-PK.PK.12-TK.TK.PKA.10,,
Receptacle Director Office,MSWB.8-DL.DL.1-PK.PK.12-TK.TK.PKA.11,,
Receptacle Assistant Director Office,MSWB.8-DL.DL.1-PK.PK.12-TK.TK.PKA.12,,
Receptacle,MSWB.8-DL.DL.1-PK.PK.12-TK.TK.PKA.13,Microwave / Steamer,
Receptacle,MSWB.8-DL.DL.1-PK.PK.12-TK.TK.PKA.14,Microwave / Steamer,
(Oven) (??,MSWB.8-DL.DL.1-PK.PK.12-TK.TK.PKA.19,,
Receptacle,MSWB.8-DL.DL.1-PK.PK.12-TK.TK.PKA.21,Ice Machine,
Fax Machine Dir.Office,MSWB.8-DL.DL.1-PK.PK.12-TK.TK.PKA.22,,
Outlets (Center),MSWB.8-DL.DL.1-PK.PK.12-TK.TK.PKA.23,Kitchen,
Copy Machine Dir.Office,MSWB.8-DL.DL.1-PK.PK.12-TK.TK.PKA.24,,
Receptacle,MSWB.8-DL.DL.1-PK.PK.12-TK.TK.PKA.26,Kitchen Conference Room,
Receptacle Kitchen,MSWB.8-DL.DL.1-PK.PK.12-TK.TK.PKA.27,130-05,
Receptacle,MSWB.8-DL.DL.1-PK.PK.12-TK.TK.PKA.28,Assist.Dir Office,
Receptacle,MSWB.8-DL.DL.1-PK.PK.12-TK.TK.PKA.30,Dir Office,
Dishwasher and Hot Water BoosterA,MSWB.8-DL.DL.1-PK.PK.13,,
Lights Kitchen,MSWB.8-DL.DL.1-PK.PK.15,,
Janitor Closet,MSWB.8-DL.DL.1-PK.PK.15,,
Even (??) Machine Room,MSWB.8-DL.DL.1-PK.PK.15,,
ACCU-2,MSWB.8-DL.DL.2,roof,
Lights,MSWB.8-DL.DL.3-L42D.L42D.2,4062,
Lights,MSWB.8-DL.DL.3-L42D.L42D.3,4063,
Lights,MSWB.8-DL.DL.3-L42D.L42D.4,4064,
Lights,MSWB.8-DL.DL.3-L42D.L42D.5,4066,
Lights,MSWB.8-DL.DL.3-L42D.L42D.5,4066A,
Lights,MSWB.8-DL.DL.3-L42D.L42D.6,4083,
Lights,MSWB.8-DL.DL.3-L42D.L42D.7,4082,
Lights,MSWB.8-DL.DL.3-L42D.L42D.8,4079,
Lights,MSWB.8-DL.DL.3-L42D.L42D.8,4080,
Lights,MSWB.8-DL.DL.3-L42D.L42D.8,4081A,
Lights,MSWB.8-DL.DL.3-L42D.L42D.8,4091,
Lights,MSWB.8-DL.DL.3-L42D.L42D.8,4091A,
Lights,MSWB.8-DL.DL.3-L42D.L42D.9,4089,
Lights,MSWB.8-DL.DL.3-L42D.L42D.10,4088,
Lights,MSWB.8-DL.DL.3-L42D.L42D.11,4087,
Lights,MSWB.8-DL.DL.3-L42D.L42D.12,4086,
Lights,MSWB.8-DL.DL.3-L42D.L42D.13,4085,
Lights corr,MSWB.8-DL.DL.3-L42D.L42D.14,4067,
Lights corr,MSWB.8-DL.DL.3-L42D.L42D.14,4069,
Lights corr,MSWB.8-DL.DL.3-L42D.L42D.14,4070,4070 (Switched)
Lights (night) corr,MSWB.8-DL.DL.3-L42D.L42D.15,4067,
Lights (night) corr,MSWB.8-DL.DL.3-L42D.L42D.15,4069,
Lights (night) corr,MSWB.8-DL.DL.3-L42D.L42D.15,4070,
Switched,MSWB.8-DL.DL.3-L42D.L42D.15,,
? Science Wing,MSWB.8-DL.DL.3-L42D.L42D.29-T2D.T2D.L2D.1,,
Water Cooler Outlets,MSWB.8-DL.DL.3-L42D.L42D.29-T2D.T2D.L2D.2,,
corr,MSWB.8-DL.DL.3-L42D.L42D.29-T2D.T2D.L2D.2,4072A,
Stairs E2,MSWB.8-DL.DL.3-L42D.L42D.29-T2D.T2D.L2D.2,,
Hand Dryer,MSWB.8-DL.DL.3-L42D.L42D.29-T2D.T2D.L2D.3,4084,
Outlets,MSWB.8-DL.DL.3-L42D.L42D.29-T2D.T2D.L2D.4,4083,
Outlets,MSWB.8-DL.DL.3-L42D.L42D.29-T2D.T2D.L2D.5,4083,
Outlets,MSWB.8-DL.DL.3-L42D.L42D.29-T2D.T2D.L2D.6,4083,
Outlets,MSWB.8-DL.DL.3-L42D.L42D.29-T2D.T2D.L2D.7,4082,
Outlets,MSWB.8-DL.DL.3-L42D.L42D.29-T2D.T2D.L2D.8,4082,
Outlets,MSWB.8-DL.DL.3-L42D.L42D.29-T2D.T2D.L2D.9,4082,
Outlets,MSWB.8-DL.DL.3-L42D.L42D.29-T2D.T2D.L2D.10,4081,
Outlets,MSWB.8-DL.DL.3-L42D.L42D.29-T2D.T2D.L2D.10,4081A,
Outlets,MSWB.8-DL.DL.3-L42D.L42D.29-T2D.T2D.L2D.11,4079,
Outlets,MSWB.8-DL.DL.3-L42D.L42D.29-T2D.T2D.L2D.12,4080,
Outlets,MSWB.8-DL.DL.3-L42D.L42D.29-T2D.T2D.L2D.12,4091,
Fan F-43,MSWB.8-DL.DL.3-L42D.L42D.29-T2D.T2D.L2D.13,Roof,
Outlets,MSWB.8-DL.DL.3-L42D.L42D.29-T2D.T2D.L2D.14,4066,
Outlets,MSWB.8-DL.DL.3-L42D.L42D.29-T2D.T2D.L2D.15,4018,
Outlets,MSWB.8-DL.DL.3-L42D.L42D.29-T2D.T2D.L2D.15,4019,
Outlets,MSWB.8-DL.DL.3-L42D.L42D.29-T2D.T2D.L2D.16,4066A,
Outlets,MSWB.8-DL.DL.3-L42D.L42D.29-T2D.T2D.L2D.17,4069,
Hand Dryer,MSWB.8-DL.DL.3-L42D.L42D.29-T2D.T2D.L2D.18,4065,
Distiller Controls,MSWB.8-DL.DL.3-L42D.L42D.29-T2D.T2D.L2D.19,4087,
Distiller Controls,MSWB.8-DL.DL.3-L42D.L42D.29-T2D.T2D.L2D.21,4087,
Distiller Controls,MSWB.8-DL.DL.3-L42D.L42D.29-T2D.T2D.L2D.23,4087,
Lights,MSWB.8-DL.DL.4-L4G.L4G.1,1068,
Lights,MSWB.8-DL.DL.4-L4G.L4G.1,1069A,
Ramp,MSWB.8-DL.DL.4-L4G.L4G.1,,
bypass Relay,MSWB.8-DL.DL.4-L4G.L4G.2,,
Mezzanine Lights,MSWB.8-DL.DL.4-L4G.L4G.2,,
Lights,MSWB.8-DL.DL.4-L4G.L4G.3,1058,
Lights,MSWB.8-DL.DL.4-L4G.L4G.3,1059,
Lights,MSWB.8-DL.DL.4-L4G.L4G.3,1060,
Lights,MSWB.8-DL.DL.4-L4G.L4G.3,1061,
Lights,MSWB.8-DL.DL.4-L4G.L4G.4,1062,
Lights,MSWB.8-DL.DL.4-L4G.L4G.4,1063,
Lights,MSWB.8-DL.DL.4-L4G.L4G.4,1064,
Lights,MSWB.8-DL.DL.4-L4G.L4G.4,1067,
Lights,MSWB.8-DL.DL.4-L4G.L4G.4,1071A,
Lights,MSWB.8-DL.DL.4-L4G.L4G.4,1072,
Lights,MSWB.8-DL.DL.4-L4G.L4G.4,1073,
Lights cafeteria,MSWB.8-DL.DL.4-L4G.L4G.5,1088,
Lights,MSWB.8-DL.DL.4-L4G.L4G.5,1057,
Lights cafeteria,MSWB.8-DL.DL.4-L4G.L4G.6,1088,
Lights cafeteria,MSWB.8-DL.DL.4-L4G.L4G.7,1088,
Lights cafeteria,MSWB.8-DL.DL.4-L4G.L4G.8,1088,
Lights cafeteria,MSWB.8-DL.DL.4-L4G.L4G.9,1088,
Timeclock bypass Relqay,MSWB.8-DL.DL.4-L4G.L4G.10,,
Exterior Egress Lights,MSWB.8-DL.DL.4-L4G.L4G.10,,
Lights,MSWB.8-DL.DL.4-L4G.L4G.11,1056,
Lights,MSWB.8-DL.DL.4-L4G.L4G.11,1065,
Lights,MSWB.8-DL.DL.4-L4G.L4G.11,1066,
Lights,MSWB.8-DL.DL.4-L4G.L4G.11,1068,
Lights,MSWB.8-DL.DL.4-L4G.L4G.11,1087,
Bypass Relay,MSWB.8-DL.DL.4-L4G.L4G.12,,
Hall Lights,MSWB.8-DL.DL.4-L4G.L4G.12,,
Lights Crawlspace,MSWB.8-DL.DL.4-L4G.L4G.13,,
Lights Crawlspace,MSWB.8-DL.DL.4-L4G.L4G.14,,
Lights Crawlspace,MSWB.8-DL.DL.4-L4G.L4G.16,,
Bypass Relay,MSWB.8-DL.DL.4-L4G.L4G.18,,
Lights,MSWB.8-DL.DL.4-L4G.L4G.18,cafeteria,
Fan F-40,MSWB.8-DL.DL.4-L4G.L4G.22,roof,
Fan F-40,MSWB.8-DL.DL.4-L4G.L4G.24,Roof,
Fan F-40,MSWB.8-DL.DL.4-L4G.L4G.26,Roof,
Fan F-49,MSWB.8-DL.DL.4-L4G.L4G.28,Roof,
Fan F-49,MSWB.8-DL.DL.4-L4G.L4G.30,Roof,
Fan F-49,MSWB.8-DL.DL.4-L4G.L4G.32,Roof,
Fan F-53,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec1.2,Roof,
Fan F-59,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec1.2,Roof,
Fan F-60,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec1.2,Roof,
Destratification fans,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec1.8,1088,
cafeteria,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec1.8,,
Outlets,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec1.12,1060,
Outlets,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec1.13,1060,
Outlets,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec1.14,1060,
CUH's cafeteria,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec1.14,,
Water Coolers,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec1.15,,
cafeteria,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec1.15,,
Outlets,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec1.16,1088,
CUH's cafeteria,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec1.16,,
Outlets,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec1.17,1060,
Unit Ventilators (UV),MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec1.20,1088,
Hand Dryer,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec1.21,1086,
Outlets,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec1.21,1086,
Outlets,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec1.22,1084,
Outlets,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec1.23,1057,
Outlets,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec1.23,1087,
Outlets,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec1.23,1066,
Outlets,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec1.24,1057,
Outlets,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec1.25,1057,
Outlets,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec1.26,1088,
Outlets,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec1.27,1088,
Outlets,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec1.28,1088,
Outlets Mezzanine,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec1.29,2018,
Outlets,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.31,1064,
Outlets,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.32,1064A,
Outlets,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.32,1059,
Outlets,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.32,1067,
Outlets,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.32,1069,
Outlets,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.32,1070,
Outlets,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.33,1062,
Outlets,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.34,1063,
Outlets,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.35,1064,
Outlets,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.36,1071A,
Outlets,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.37,1072,
Outlets,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.37,1073,
Outlets,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.38,1076,
Outlets,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.38,1078,
Outlets darkroom,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.39,1059,
Outlets darkroom,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.40,1059,
Outlets darkroom,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.41,1059,
Outlets darkroom,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.42,1059,
Outlets darkroom,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.43,1059,
Outlets darkroom,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.44,1059,
Outlets darkroom,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.45,1059,
Outlets darkroom,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.46,1059,
Outlets darkroom,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.47,1059,
Outlets darkroom,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.48,1059,
Outlets darkroom,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.49,1059,
Outlets darkroom,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.50,1059,
Outlets corr,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.51,1056,
Outlets corr,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.51,105,
Safelights,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.51,1059,
Outlets,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.52,1061,
Outlets,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.53,1061,
Trash Compactor,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.54,,
Kitchen,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.54,,
Outlets,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.55,1061,
Fan F-63,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.56,,
Storage Area,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.56,,
Outlets,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.57,1061,
Fan F-56,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.58,,
Electric room,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.58,,
Outlets,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.59,1061,
Fan F-10,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.60,Crawlspace,
Fan F-66,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.60,Crawlspace,
Bryant A/C Unit,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.62,Conference Room,
,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.62,130-03,
Bryant A/C Unit,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.64,Middle Office,
,MSWB.8-DL.DL.4-L4G.L4G.34-TG.TG.LGsec2.64,130-03,
