DeviceObj,Circuit,Location,Debug
Outlets copier,MSWB.5-DHB.DHB.9-T2CA.T2CA.L2CA.23,358,
UV,MSWB.5-DHB.DHB.9-T2CA.T2CA.L2CA.28,4040,
UV,MSWB.5-DHB.DHB.9-T2CA.T2CA.L2CA.28,4043,
UV,MSWB.5-DHB.DHB.9-T2CA.T2CA.L2CA.29,4049,
UV,MSWB.5-DHB.DHB.9-T2CA.T2CA.L2CA.29,4050,
UV,MSWB.5-DHB.DHB.9-T2CA.T2CA.L2CA.30,4052,
UV,MSWB.5-DHB.DHB.9-T2CA.T2CA.L2CA.30,4052A,
UV,MSWB.5-DHB.DHB.9-T2CA.T2CA.L2CA.31,4053,
UV,MSWB.5-DHB.DHB.9-T2CA.T2CA.L2CA.31,4058,
Outlets,MSWB.5-DHB.DHB.10-T1BA.T1BA.L1BA.2,3060,
Outlets,MSWB.5-DHB.DHB.10-T1BA.T1BA.L1BA.2,3056,
Outlets,MSWB.5-DHB.DHB.10-T1BA.T1BA.L1BA.3,3056,
Outlets,MSWB.5-DHB.DHB.10-T1BA.T1BA.L1BA.4,3058,
Outlets,MSWB.5-DHB.DHB.10-T1BA.T1BA.L1BA.5,3065,
Outlets,MSWB.5-DHB.DHB.10-T1BA.T1BA.L1BA.6,3064,
Hand dryer,MSWB.5-DHB.DHB.10-T1BA.T1BA.L1BA.7,3017,
hand dryer,MSWB.5-DHB.DHB.10-T1BA.T1BA.L1BA.8,3044,
hand dryer,MSWB.5-DHB.DHB.10-T1BA.T1BA.L1BA.9,3045,
Outlets,MSWB.5-DHB.DHB.10-T1BA.T1BA.L1BA.10,3037,
Outlets,MSWB.5-DHB.DHB.10-T1BA.T1BA.L1BA.10,3130,
Outlets,MSWB.5-DHB.DHB.10-T1BA.T1BA.L1BA.11,3042,
Outlets,MSWB.5-DHB.DHB.10-T1BA.T1BA.L1BA.12,3042,
Outlets,MSWB.5-DHB.DHB.10-T1BA.T1BA.L1BA.13,3037,
Outlets,MSWB.5-DHB.DHB.10-T1BA.T1BA.L1BA.14,3040,
Outlets,MSWB.5-DHB.DHB.10-T1BA.T1BA.L1BA.15,3040,
Outlets,MSWB.5-DHB.DHB.10-T1BA.T1BA.L1BA.15,3039,
Outlets,MSWB.5-DHB.DHB.10-T1BA.T1BA.L1BA.16,3038,
Outlets,MSWB.5-DHB.DHB.10-T1BA.T1BA.L1BA.16,3037,
Library book security system,MSWB.5-DHB.DHB.10-T1BA.T1BA.L1BA.17,3037,
Outlets,MSWB.5-DHB.DHB.10-T1BA.T1BA.L1BA.18,3037,
Outlets,MSWB.5-DHB.DHB.10-T1BA.T1BA.L1BA.18,3038,
Door opener Library,MSWB.5-DHB.DHB.10-T1BA.T1BA.L1BA.18,3037,
Copy machine Library,MSWB.5-DHB.DHB.10-T1BA.T1BA.L1BA.18,3037,
Outlets,MSWB.5-DHB.DHB.10-T1BA.T1BA.L1BA.19,3037,
Outlets,MSWB.5-DHB.DHB.10-T1BA.T1BA.L1BA.20,3037,
Outlets,MSWB.5-DHB.DHB.10-T1BA.T1BA.L1BA.21,3037,
UV,MSWB.5-DHB.DHB.10-T1BA.T1BA.L1BA.22,3014,
UV,MSWB.5-DHB.DHB.10-T1BA.T1BA.L1BA.23,3013,
Outlets corr,MSWB.5-DHB.DHB.10-T1BA.T1BA.L1BA.24,3047,
Copy Machine,MSWB.5-DHB.DHB.10-T1BA.T1BA.L1BA.25,???,
Lights Library,MSWB.6-DE.DE.1-LE3.LE3.2,3037,
Lights Library,MSWB.6-DE.DE.1-LE3.LE3.3,3037,
Lights,MSWB.6-DE.DE.1-LE3.LE3.4,4084,
Lights,MSWB.6-DE.DE.1-LE3.LE3.4,4065,
Lights,MSWB.6-DE.DE.1-LE3.LE3.4,4083A,
Lights corr,MSWB.6-DE.DE.1-LE3.LE3.5,4017,
Lights corr,MSWB.6-DE.DE.1-LE3.LE3.5,4019,
Lights corr,MSWB.6-DE.DE.1-LE3.LE3.5,4030,
Lights corr,MSWB.6-DE.DE.1-LE3.LE3.5,3031,
Lights corr,MSWB.6-DE.DE.1-LE3.LE3.5,4045,
Lights corr,MSWB.6-DE.DE.1-LE3.LE3.5,4054,
Lights corr,MSWB.6-DE.DE.1-LE3.LE3.5,4059,
Exit Signs Entrance / Closing (E/C) 4th Floor,MSWB.6-DE.DE.1-LE3.LE3.6,,
Lights Library,MSWB.6-DE.DE.1-LE3.LE3.7,4057,
Lights corr,MSWB.6-DE.DE.1-LE3.LE3.8,4067,
Lights corr,MSWB.6-DE.DE.1-LE3.LE3.8,4069,
Lights corr,MSWB.6-DE.DE.1-LE3A.LE3A.1,4072A,
Lights,MSWB.6-DE.DE.1-LE3A.LE3A.2,4028,
Lights,MSWB.6-DE.DE.1-LE3A.LE3A.2,4029,
Lights corr,MSWB.6-DE.DE.1-LE3A.LE3A.3,4071,
Lights,MSWB.6-DE.DE.1-LE3A.LE3A.3,4009,
Lights,MSWB.6-DE.DE.1-LE3A.LE3A.4,4073,
Lights,MSWB.6-DE.DE.1-LE3A.LE3A.4,4010,
Lights,MSWB.6-DE.DE.1-LE3A.LE3A.4,4074A,
Exit Signs Door Closing (D/C) 4th Floor,MSWB.6-DE.DE.1-LE3A.LE3A.8,,
Exit Signs Door Entrance (D/E) 4th Floor,MSWB.6-DE.DE.1-LE3A.LE3A.10,,
Lights,MSWB.6-DE.DE.2-LE2.LE2.1,259,
Lights,MSWB.6-DE.DE.2-LE2.LE2.1,259-06,
Lights corr,MSWB.6-DE.DE.2-LE2.LE2.2,3026,
Lights corr,MSWB.6-DE.DE.2-LE2.LE2.2,3028,
Lights corr,MSWB.6-DE.DE.2-LE2.LE2.2,3046,
Lights corr,MSWB.6-DE.DE.2-LE2.LE2.2,3047,
Lights corr,MSWB.6-DE.DE.2-LE2.LE2.2,3091,
Lights corr,MSWB.6-DE.DE.2-LE2.LE2.2,3097,
Lights stairs C3,MSWB.6-DE.DE.2-LE2.LE2.3,,
Lights stairs E1,MSWB.6-DE.DE.2-LE2.LE2.4,,
Lights stairs E2,MSWB.6-DE.DE.2-LE2.LE2.4,,
Exit Sign E/C,MSWB.6-DE.DE.2-LE2.LE2.5,Third Floor,
Lights,MSWB.6-DE.DE.2-LE2.LE2.6,3106,
Lights,MSWB.6-DE.DE.2-LE2.LE2.6,3118,
Lights,MSWB.6-DE.DE.2-LE2.LE2.6,3117A,
Lights Bathroom,MSWB.6-DE.DE.2-LE2.LE2.7,3095,
Lights corr,MSWB.6-DE.DE.2-LE2.LE2.8,3107,
Lights corr,MSWB.6-DE.DE.2-LE2.LE2.8,3108,
,MSWB.6-DE.DE.2-LE2.LE2.8,,
Lights corr,MSWB.6-DE.DE.2-LE2.LE2.8,3129,
Lights corr,MSWB.6-DE.DE.2-LE2A.LE2A.2,3110,
Lights corr,MSWB.6-DE.DE.2-LE2A.LE2A.2,3109,
Lights corr,MSWB.6-DE.DE.2-LE2A.LE2A.2,3106,
Lights corr,MSWB.6-DE.DE.2-LE2A.LE2A.2,3016,
Lights,MSWB.6-DE.DE.2-LE2A.LE2A.3,3111,
Lights,MSWB.6-DE.DE.2-LE2A.LE2A.3,3017,
Lights,MSWB.6-DE.DE.2-LE2A.LE2A.4,3043,
Lights stairs D1,MSWB.6-DE.DE.2-LE2A.LE2A.5,,
Lights stairs D2,MSWB.6-DE.DE.2-LE2A.LE2A.5,,
Lights stairs C2,MSWB.6-DE.DE.2-LE2A.LE2A.6,,
Fire Alarm/TFA,MSWB.6-DE.DE.2-LE2A.LE2A.7,,
Intercom,MSWB.6-DE.DE.2-LE2A.LE2A.7,,
Exit signs D/C,MSWB.6-DE.DE.2-LE2A.LE2A.8,3rd Floor,
Fire Alarm/TFA,MSWB.6-DE.DE.2-LE2A.LE2A.9,,
Intercom,MSWB.6-DE.DE.2-LE2A.LE2A.9,,
Exit signs E/C,MSWB.6-DE.DE.2-LE2A.LE2A.10,3rd Floor,
Lights,MSWB.6-DE.DE.3-LE1.LE1.1,1095,
Lights,MSWB.6-DE.DE.3-LE1.LE1.1,1095A,
Lights,MSWB.6-DE.DE.3-LE1.LE1.1,1094,
Lights,MSWB.6-DE.DE.3-LE1.LE1.2,2020,
Lights,MSWB.6-DE.DE.3-LE1.LE1.3,1088,
Lights,MSWB.6-DE.DE.3-LE1.LE1.4,1088,
Exit Signs,MSWB.6-DE.DE.3-LE1.LE1.5,,
Exit Signs,MSWB.6-DE.DE.3-LE1.LE1.7,,
Lights,MSWB.6-DE.DE.3-LE1A.LE1A.1,1068,
Lights,MSWB.6-DE.DE.3-LE1A.LE1A.1,1069,
Lights,MSWB.6-DE.DE.3-LE1A.LE1A.1,1069A,
Lights,MSWB.6-DE.DE.3-LE1A.LE1A.1,1070,
Lights Ramp,MSWB.6-DE.DE.3-LE1A.LE1A.1,,
Lights mezz,MSWB.6-DE.DE.3-LE1A.LE1A.2,2018,
Lights Cafeteria,MSWB.6-DE.DE.3-LE1A.LE1A.3,1088,
Lights exterior egress,MSWB.6-DE.DE.3-LE1A.LE1A.4,,
Timeclock,MSWB.6-DE.DE.3-LE1A.LE1A.4,,
Lights,MSWB.6-DE.DE.3-LE1A.LE1A.5,1056,
Lights,MSWB.6-DE.DE.3-LE1A.LE1A.5,1066,
Lights,MSWB.6-DE.DE.3-LE1A.LE1A.5,1066A,
Lights,MSWB.6-DE.DE.3-LE1A.LE1A.5,1085,
Lights,MSWB.6-DE.DE.3-LE1A.LE1A.5,1086,
Lights,MSWB.6-DE.DE.3-LE1A.LE1A.5,1087,
Exit Signs,MSWB.6-DE.DE.3-LE1A.LE1A.7,,
cafeteria,MSWB.6-DE.DE.3-LE1A.LE1A.8,Sound amplifier,
cafeteria,MSWB.6-DE.DE.3-LE1A.LE1A.10,Sound amplifier,
cafeteria,MSWB.6-DE.DE.3-LE1A.LE1A.12,Sound amplifier,
C Building existing cargo ELEVATOR,MSWB.6-DE.DE.4,,
Collins Center 3A-3B,MSWB.6-DE.DE.5-TODE.TODE.ODE.1,Roof Hatches,
Collins Center 2A-2B,MSWB.6-DE.DE.5-TODE.TODE.ODE.3,Roof Hatches,
Collins Center 5A-5B,MSWB.6-DE.DE.5-TODE.TODE.ODE.4,Roof Hatches,
Collins Center 3A-3B,MSWB.6-DE.DE.5-TODE.TODE.ODE.5,Roof Hatches,
Collins Center 4A-4B,MSWB.6-DE.DE.5-TODE.TODE.ODE.6,Roof Hatches,
TV Office,MSWB.6-DE.DE.5-TODE.TODE.ODE.8,142,
TV Office,MSWB.6-DE.DE.5-TODE.TODE.ODE.10,145,
Access,MSWB.6-DE.DE.5-TODE.TODE.ODE.12,C03-01 Coateolin (???),
Collins panel HSELA Emergency Lights (3P),MSWB.6-DE.DE.5-TODE.TODE.ODE.13,,
Lobby evacuation fresh fan,MSWB.6-DE.DE.5-TODE.TODE.ODE.14,,
Collins panel HSELA Emergency Lights (3P),MSWB.6-DE.DE.5-TODE.TODE.ODE.15,,
Lobby evacuation fresh fan,MSWB.6-DE.DE.5-TODE.TODE.ODE.16,,
Collins panel HSELA Emergency Lights (3P),MSWB.6-DE.DE.5-TODE.TODE.ODE.17,,
Lobby evacuation fresh fan,MSWB.6-DE.DE.5-TODE.TODE.ODE.18,,
Collins Center Roof Hatches 6A-6B,MSWB.6-DE.DE.5-TODE.TODE.ODE.18,,
Comp (??),MSWB.6-DE.DE.6-TKE.TKE.PKE.1,,
Comp (??),MSWB.6-DE.DE.6-TKE.TKE.PKE.2,,
Comp (??),MSWB.6-DE.DE.6-TKE.TKE.PKE.3,,
Comp (??),MSWB.6-DE.DE.6-TKE.TKE.PKE.4,,
Comp (??),MSWB.6-DE.DE.6-TKE.TKE.PKE.5,,
Comp (??),MSWB.6-DE.DE.6-TKE.TKE.PKE.6,,
Comp (??),MSWB.6-DE.DE.6-TKE.TKE.PKE.7,,
Lights,MSWB.6-DE.DE.6-TKE.TKE.PKE.8,Freezer,
Comp (??),MSWB.6-DE.DE.6-TKE.TKE.PKE.9,,
GFI (??),MSWB.6-DE.DE.6-TKE.TKE.PKE.10,,
Comp (??),MSWB.6-DE.DE.6-TKE.TKE.PKE.11,,
Refrigerator Deli Line,MSWB.6-DE.DE.6-TKE.TKE.PKE.12,,
Comp (??),MSWB.6-DE.DE.6-TKE.TKE.PKE.13,,
Refrigerator Deli Line,MSWB.6-DE.DE.6-TKE.TKE.PKE.14,,
ELEVATOR,MSWB.6-DE.DE.7,,
New Lobby,MSWB.6-DE.DE.7,,
Lights boys' showers,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.1,1027,
Exit Signs,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.2,,
Lights,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.3,stairs B-1,
Exit Signs,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.3,,
Lights girls' showers,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.4,1027,
Lights corr,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.5,1006,
Lights,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.6,stairs B-8,
Lights,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.6,stairs B-10,
Lights,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.6,stairs B-11,
Lights corr,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.7,1040,
Lights corr,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.8,1004,
Lights Lobby,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.8,1051,
Lights,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.9,1045,
Lights,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.9,1046,
Lights stairs,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.9,,
Exit Signs,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.10,,
Boiler 1,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.11,,
Boiler 2,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.12,,
Boiler 1,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.13,,
Boiler 2,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.14,,
Boiler 1,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.15,,
Boiler 2,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.16,,
PE via TME,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.17-TME.TME,,
ATC panel,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.17-TME.TME.PE.1,2013,
H2O circulator,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.17-TME.TME.PE.2,,
H2O circulator boiler control,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.17-TME.TME.PE.3,,
Outlets,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.17-TME.TME.PE.4,1045,
Outlets,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.17-TME.TME.PE.4,1046,
"H2O heater control; B1, B2, B3 controls",MSWB.6-DE.DE.8-PMEsec1.PMEsec1.17-TME.TME.PE.5,,
Sprinkler main pump kits,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.17-TME.TME.PE.6,,
ATC panel boiler,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.17-TME.TME.PE.7,,
Air dryer,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.17-TME.TME.PE.7,1046,
Air dryer,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.17-TME.TME.PE.7,1071a,
Air dryer,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.17-TME.TME.PE.7,1079,
Elevator pit light and outlet,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.17-TME.TME.PE.8,,
Gymnasium sound system,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.17-TME.TME.PE.9,1001,
Gymnasium sound system,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.17-TME.TME.PE.9,2001,
Fire alarm expander,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.17-TME.TME.PE.11,1031A,
lobby evacuation dampers,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.17-TME.TME.PE.11,,
Generator battery charger,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.17-TME.TME.PE.12,,
day tank,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.17-TME.TME.PE.12,,
Elevator car lights,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.17-TME.TME.PE.13,,
Generator water jacket heater,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.17-TME.TME.PE.15,,
Lobby 2016 blow open compressor/controls,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.17-TME.TME.PE.17,,
Boiler 3,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.18,,
Boiler 3,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.20,,
Boiler 3,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.22,,
Jockey Pump #1,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.23,,
P-2,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.24,,
Jockey Pump #1,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.25,,
P-2,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.26,,
Jockey Pump #1,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.27,,
P-2,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.28,,
P-1,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.29,,
P-3,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.30,,
P-1,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.31,,
P-3,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.32,,
P-1,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.33,,
P-3,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.34,,
Jockey Pump Control Circuit,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.35,,
Deep Freezer (Outside service entry),MSWB.6-DE.DE.8-PMEsec1.PMEsec1.36,,
Jockey Pump #2,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.37,,
Deep Freezer (Outside service entry),MSWB.6-DE.DE.8-PMEsec1.PMEsec1.38,,
Jockey Pump #2,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.39,,
Deep Freezer (Outside service entry),MSWB.6-DE.DE.8-PMEsec1.PMEsec1.40,,
Jockey Pump #2,MSWB.6-DE.DE.8-PMEsec1.PMEsec1.41,,
Lights Lobby,MSWB.6-DE.DE.8-PMEsec2.PMEsec2.43,2016,
Lights,MSWB.6-DE.DE.8-PMEsec2.PMEsec2.44,2006,
Lights,MSWB.6-DE.DE.8-PMEsec2.PMEsec2.44,2008,
Lights,MSWB.6-DE.DE.8-PMEsec2.PMEsec2.44,2011,
Lights Lobby,MSWB.6-DE.DE.8-PMEsec2.PMEsec2.45,2016,
Level 2,MSWB.6-DE.DE.8-PMEsec2.PMEsec2.45,,
Lights corr,MSWB.6-DE.DE.8-PMEsec2.PMEsec2.46,2015,
Lights Lobby,MSWB.6-DE.DE.8-PMEsec2.PMEsec2.47,2016,
,MSWB.6-DE.DE.8-PMEsec2.PMEsec2.47,stairs B-1,
Alcoves,MSWB.6-DE.DE.8-PMEsec2.PMEsec2.47,2014,
Lights corr,MSWB.6-DE.DE.8-PMEsec2.PMEsec2.48,2004,
Lights corr,MSWB.6-DE.DE.8-PMEsec2.PMEsec2.48,2005,
Lights Elev Lobby,MSWB.6-DE.DE.8-PMEsec2.PMEsec2.49,4001,
AHU-13,MSWB.6-DE.DE.8-PMEsec2.PMEsec2.50,,
Lights mechanical Penthouses,MSWB.6-DE.DE.8-PMEsec2.PMEsec2.51,,
AHU-13,MSWB.6-DE.DE.8-PMEsec2.PMEsec2.52,,
AHU-13,MSWB.6-DE.DE.8-PMEsec2.PMEsec2.54,,
Fuel Oil Pump P-4 & P-5,MSWB.6-DE.DE.8-PMEsec2.PMEsec2.55,,
Water Heater (H2O),MSWB.6-DE.DE.8-PMEsec2.PMEsec2.56,,
Fuel Oil Pump P-4 & P-5,MSWB.6-DE.DE.8-PMEsec2.PMEsec2.57,,
Water Heater (H2O),MSWB.6-DE.DE.8-PMEsec2.PMEsec2.58,,
Fuel Oil Pump P-4,MSWB.6-DE.DE.8-PMEsec2.PMEsec2.59,,
Fuel Oil Pump P-5,MSWB.6-DE.DE.8-PMEsec2.PMEsec2.59,,
Water Heater (H2O),MSWB.6-DE.DE.8-PMEsec2.PMEsec2.60,,
Jockey Pump #3,MSWB.6-DE.DE.8-PMEsec2.PMEsec2.61,,
F-21,MSWB.6-DE.DE.8-PMEsec2.PMEsec2.62,,
Jockey Pump #3,MSWB.6-DE.DE.8-PMEsec2.PMEsec2.63,,
F-21,MSWB.6-DE.DE.8-PMEsec2.PMEsec2.64,,
Jockey Pump #3,MSWB.6-DE.DE.8-PMEsec2.PMEsec2.65,,
F-21,MSWB.6-DE.DE.8-PMEsec2.PMEsec2.66,,
ATC Air Compressor-1,MSWB.6-DE.DE.8-PMEsec2.PMEsec2.67,,
ATC Air Compressor-2,MSWB.6-DE.DE.8-PMEsec2.PMEsec2.68,,
ATC Air Compressor-1,MSWB.6-DE.DE.8-PMEsec2.PMEsec2.69,,
ATC Air Compressor-2,MSWB.6-DE.DE.8-PMEsec2.PMEsec2.70,,
ATC Air Compressor-1,MSWB.6-DE.DE.8-PMEsec2.PMEsec2.71,,
ATC Air Compressor-2,MSWB.6-DE.DE.8-PMEsec2.PMEsec2.72,,
Lights,MSWB.7-DG.DG.1-P4Gsec1.P4Gsec1.3,3003,
Lights,MSWB.7-DG.DG.1-P4Gsec1.P4Gsec1.3,3004,
Lights,MSWB.7-DG.DG.1-P4Gsec1.P4Gsec1.4,3003,
F-9,MSWB.7-DG.DG.1-P4Gsec1.P4Gsec1.13,,
F-9,MSWB.7-DG.DG.1-P4Gsec1.P4Gsec1.15,,
F-9,MSWB.7-DG.DG.1-P4Gsec1.P4Gsec1.17,,
RTU-2,MSWB.7-DG.DG.1-P4Gsec1.P4Gsec1.20,,
RTU-2,MSWB.7-DG.DG.1-P4Gsec1.P4Gsec1.22,,
RTU-2,MSWB.7-DG.DG.1-P4Gsec1.P4Gsec1.24,,
RTU-1,MSWB.7-DG.DG.1-P4Gsec1.P4Gsec1.25,,
RTU-3,MSWB.7-DG.DG.1-P4Gsec1.P4Gsec1.26,,
RTU-1,MSWB.7-DG.DG.1-P4Gsec1.P4Gsec1.27,,
RTU-3,MSWB.7-DG.DG.1-P4Gsec1.P4Gsec1.28,,
RTU-1,MSWB.7-DG.DG.1-P4Gsec1.P4Gsec1.29,,
RTU-3,MSWB.7-DG.DG.1-P4Gsec1.P4Gsec1.30,,
AHU-2,MSWB.7-DG.DG.1-P4Gsec1.P4Gsec1.32,,
AHU-2,MSWB.7-DG.DG.1-P4Gsec1.P4Gsec1.34,,
AHU-2,MSWB.7-DG.DG.1-P4Gsec1.P4Gsec1.36,,
F-8,MSWB.7-DG.DG.1-P4Gsec2.P4Gsec2.40,,
P-8,MSWB.7-DG.DG.1-P4Gsec2.P4Gsec2.41,,
F-8,MSWB.7-DG.DG.1-P4Gsec2.P4Gsec2.42,,
P-8,MSWB.7-DG.DG.1-P4Gsec2.P4Gsec2.43,,
F-8,MSWB.7-DG.DG.1-P4Gsec2.P4Gsec2.44,,
P-8,MSWB.7-DG.DG.1-P4Gsec2.P4Gsec2.45,,
P-9,MSWB.7-DG.DG.1-P4Gsec2.P4Gsec2.47,,
P-9,MSWB.7-DG.DG.1-P4Gsec2.P4Gsec2.49,,
P-9,MSWB.7-DG.DG.1-P4Gsec2.P4Gsec2.51,,
AHU-11,MSWB.7-DG.DG.1-P4Gsec2.P4Gsec2.53,,
AHU-11,MSWB.7-DG.DG.1-P4Gsec2.P4Gsec2.55,,
AHU-11,MSWB.7-DG.DG.1-P4Gsec2.P4Gsec2.57,,
RTU-4,MSWB.7-DG.DG.1-P4Gsec2.P4Gsec2.64,,
AHU-12,MSWB.7-DG.DG.1-P4Gsec2.P4Gsec2.65,,
RTU-4,MSWB.7-DG.DG.1-P4Gsec2.P4Gsec2.66,,
AHU-12,MSWB.7-DG.DG.1-P4Gsec2.P4Gsec2.67,,
RTU-4,MSWB.7-DG.DG.1-P4Gsec2.P4Gsec2.68,,
AHU-12,MSWB.7-DG.DG.1-P4Gsec2.P4Gsec2.69,,
Lights mechanical Room,MSWB.7-DG.DG.2-L4GC.L4GC.2,,
Lights,MSWB.7-DG.DG.2-L4GC.L4GC.2,Store,
Lights,MSWB.7-DG.DG.2-L4GC.L4GC.2,Women's Team Room,
Lights,MSWB.7-DG.DG.2-L4GC.L4GC.3,1015,
Lights,MSWB.7-DG.DG.2-L4GC.L4GC.3,1016,
Lights,MSWB.7-DG.DG.2-L4GC.L4GC.3,1017,
Lights,MSWB.7-DG.DG.2-L4GC.L4GC.4,1043,
Lights,MSWB.7-DG.DG.2-L4GC.L4GC.4,boys' Team Room,
Lights girls' locker room,MSWB.7-DG.DG.2-L4GC.L4GC.5,,
Lights Equipment Storage,MSWB.7-DG.DG.2-L4GC.L4GC.5,,
Lights,MSWB.7-DG.DG.2-L4GC.L4GC.7,1033,
Lights,MSWB.7-DG.DG.2-L4GC.L4GC.7,1034,
Team Room,MSWB.7-DG.DG.2-L4GC.L4GC.7,,
Lights boys' locker room,MSWB.7-DG.DG.2-L4GC.L4GC.8,,
Rm,MSWB.7-DG.DG.2-L4GC.L4GC.8,1032,
Lights corr,MSWB.7-DG.DG.2-L4GC.L4GC.11,1040,
Lights corr,MSWB.7-DG.DG.2-L4GC.L4GC.13,1004,
Lights Arts Lobby,MSWB.7-DG.DG.2-L4GC.L4GC.13,1051,
Lights Bath,MSWB.7-DG.DG.2-L4GC.L4GC.14,1028,
Lights Bath,MSWB.7-DG.DG.2-L4GC.L4GC.14,1029,
Lights Bath,MSWB.7-DG.DG.2-L4GC.L4GC.14,1030,
Lights Bath,MSWB.7-DG.DG.2-L4GC.L4GC.14,1030A,
Lights Bath,MSWB.7-DG.DG.2-L4GC.L4GC.14,1030B,
Lights,MSWB.7-DG.DG.2-L4GC.L4GC.15,1052,
Lights,MSWB.7-DG.DG.2-L4GC.L4GC.15,1044,
Lights,MSWB.7-DG.DG.2-L4GC.L4GC.15,1047A,
Lights,MSWB.7-DG.DG.2-L4GC.L4GC.15,1051A,
Lights,MSWB.7-DG.DG.2-L4GC.L4GC.15,1051B,
Lights classrm,MSWB.7-DG.DG.2-L4GC.L4GC.17,1054,
Lights Ceramic,MSWB.7-DG.DG.2-L4GC.L4GC.19,1047,
Lights Art,MSWB.7-DG.DG.2-L4GC.L4GC.20,1048,
Lights Art,MSWB.7-DG.DG.2-L4GC.L4GC.21,1049,
Elevator mechanical Room,MSWB.7-DG.DG.2-L4GC.L4GC.21,,
Safari,MSWB.7-DG.DG.2-L4GC.L4GC.23,,
Safari,MSWB.7-DG.DG.2-L4GC.L4GC.24,,
bypass Relays,MSWB.7-DG.DG.2-L4GC.L4GC.27,,
Far Safari lights,MSWB.7-DG.DG.2-L4GC.L4GC.28,,
bypass Relays,MSWB.7-DG.DG.2-L4GC.L4GC.29,,
Near Safari lights,MSWB.7-DG.DG.2-L4GC.L4GC.30,,
bypass Relays,MSWB.7-DG.DG.2-L4GC.L4GC.31,,
Outlets Gym South wall,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.1,,
Folding curtain gym,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.2,,
Outlets mechanical room,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.3,1011,
Outlets mechanical room,MSWB.7-DG.DG.2-L4GC.L4GC.37A-TGC.TGC.LGCsec1.3,1016,
