path,type,voltage,room,description,devices,,dhb.1.l42csec2.38,circuit,277/480,4054,L2C via T2C
MSWB.6-DE.6-TKE.PKE.12,Circuit,120/208,1066A,Refrigerator Deli Line,Refrigerator Deli Line,,,,,,
MSWB.6-DE.6-TKE.PKE.13,Circuit,120/208,1066A,Comp (??),Comp (??),,,,,,
MSWB.6-DE.6-TKE.PKE.14,Circuit,120/208,1066A,Refrigerator Deli Line,Refrigerator Deli Line,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
MSWB.6-DE.8-PMEsec1,Panel,277/480,1046,B1 RM1046 - Boiler Room PMEsec1 & PMEsec2,Panel!#!#!1046,,,,,,
MSWB.6-DE.8-PMEsec1.1,Circuit,277/480,1046,Lights boys' showers 1027,Lights boys' showers!#!#!1027,,,,,,
MSWB.6-DE.8-PMEsec1.2,Circuit,277/480,1046,Exit Signs,Exit Signs,,,,,,
MSWB.6-DE.8-PMEsec1.3,Circuit,277/480,1046,Lights -stairs B~~1 | Exit Signs,Lights !#!#!stairs B-1 | Exit Signs,,,,,,
MSWB.6-DE.8-PMEsec1.4,Circuit,277/480,1046,Lights girls' showers 1027,Lights girls' showers!#!#!1027,,,,,,
MSWB.6-DE.8-PMEsec1.5,Circuit,277/480,1046,Lights-corr 1006,Lights corr!#!#!1006,,,,,,
MSWB.6-DE.8-PMEsec1.6,Circuit,277/480,1046,Lights stairs B-8 | Lights -stairs B~~10 | Lights -stairs B~~11,Lights !#!#! stairs B-8 | Lights !#!#!stairs B-10 | Lights !#!#!stairs B-11,,,,,,
MSWB.6-DE.8-PMEsec1.7,Circuit,277/480,1046,Lights-corr 1040,Lights corr!#!#!1040,,,,,,
MSWB.6-DE.8-PMEsec1.8,Circuit,277/480,1046,Lights-corr 1004 | Lights Lobby 1051,Lights corr!#!#!1004 | Lights Lobby!#!#!1051,,,,,,
MSWB.6-DE.8-PMEsec1.9,Circuit,277/480,1046,Lights-1045 | Lights-1046 | Lights stairs,Lights!#!#!1045 | Lights!#!#!1046 | Lights stairs,,,,,,
MSWB.6-DE.8-PMEsec1.10,Circuit,277/480,1046,Exit Signs,Exit Signs,,,,,,
MSWB.6-DE.8-PMEsec1.11,Circuit,277/480,1046,Boiler 1,Boiler 1,,,,,,
MSWB.6-DE.8-PMEsec1.12,Circuit,277/480,1046,Boiler 2,Boiler 2,,,,,,
MSWB.6-DE.8-PMEsec1.13,Circuit,277/480,1046,Boiler 1,Boiler 1,,,,,,
MSWB.6-DE.8-PMEsec1.14,Circuit,277/480,1046,Boiler 2,Boiler 2,,,,,,
MSWB.6-DE.8-PMEsec1.15,Circuit,277/480,1046,Boiler 1,Boiler 1,,,,,,
MSWB.6-DE.8-PMEsec1.16,Circuit,277/480,1046,Boiler 2,Boiler 2,,,,,,
MSWB.6-DE.8-PMEsec1.17,Circuit,277/480,1046,PE via TE | TE > PE,PE via TE,,,,,,
MSWB.6-DE.8-PMEsec1.18,Circuit,277/480,1046,Boiler 3,Boiler 3,,,,,,
MSWB.6-DE.8-PMEsec1.19,Circuit,277/480,1046,PE via TE | TE > PE,PE via TE,,,,,,
MSWB.6-DE.8-PMEsec1.20,Circuit,277/480,1046,Boiler 3,Boiler 3,,,,,,
MSWB.6-DE.8-PMEsec1.21,Circuit,277/480,1046,PE via TE | TE > PE,PE via TE,,,,,,
MSWB.6-DE.8-PMEsec1.22,Circuit,277/480,1046,Boiler 3,Boiler 3,,,,,,
MSWB.6-DE.8-PMEsec1.23,Circuit,277/480,1046,jockey Pump #1,Jockey Pump #1,,,,,,
MSWB.6-DE.8-PMEsec1.24,Circuit,277/480,1046,P-2,P-2,,,,,,
MSWB.6-DE.8-PMEsec1.25,Circuit,277/480,1046,jockey Pump #1,Jockey Pump #1,,,,,,
MSWB.6-DE.8-PMEsec1.26,Circuit,277/480,1046,P-2,P-2,,,,,,
MSWB.6-DE.8-PMEsec1.27,Circuit,277/480,1046,jockey Pump #1,Jockey Pump #1,,,,,,
MSWB.6-DE.8-PMEsec1.28,Circuit,277/480,1046,P-2,P-2,,,,,,
MSWB.6-DE.8-PMEsec1.29,Circuit,277/480,1046,P-1,P-1,,,,,,
MSWB.6-DE.8-PMEsec1.30,Circuit,277/480,1046,P-3,P-3,,,,,,
MSWB.6-DE.8-PMEsec1.31,Circuit,277/480,1046,P-1,P-1,,,,,,
MSWB.6-DE.8-PMEsec1.32,Circuit,277/480,1046,P-3,P-3,,,,,,
MSWB.6-DE.8-PMEsec1.33,Circuit,277/480,1046,P-1,P-1,,,,,,
MSWB.6-DE.8-PMEsec1.34,Circuit,277/480,1046,P-3,P-3,,,,,,
MSWB.6-DE.8-PMEsec1.35,Circuit,277/480,1046,jockey Pump Control Circuit,Jockey Pump Control Circuit,,,,,,
MSWB.6-DE.8-PMEsec1.36,Circuit,277/480,1046,BLANK,BLANK,,,,,,
MSWB.6-DE.8-PMEsec1.37,Circuit,277/480,1046,jockey Pump #2,Jockey Pump #2,,,,,,
MSWB.6-DE.8-PMEsec1.38,Circuit,277/480,1046,BLANK,BLANK,,,,,,
MSWB.6-DE.8-PMEsec1.39,Circuit,277/480,1046,jockey Pump #2,Jockey Pump #2,,,,,,
MSWB.6-DE.8-PMEsec1.40,Circuit,277/480,1046,BLANK,BLANK,,,,,,
MSWB.6-DE.8-PMEsec1.41,Circuit,277/480,1046,jockey Pump #2,Jockey Pump #2,,,,,,
MSWB.6-DE.8-PMEsec1.42,Circuit,277/480,1046,BLANK,BLANK,,,,,,
,,,,,,,,,,,
MSWB.6-DE.8-PMEsec2,Panel,277/480,1046,B1 RM1046 - Boiler Room ,Panel!#!#!1046,,,,,,
MSWB.6-DE.8-PMEsec2.43,Circuit,277/480,1046,Lights Lobby 2016 | High Bay,Lights Lobby!#!#!2016,,,,,,
MSWB.6-DE.8-PMEsec2.44,Circuit,277/480,1046,Lights-2006 | Lights-2008 |  Lights-2011,Lights!#!#!2006 | Lights!#!#!2008 | Lights!#!#!2011,,,,,,
MSWB.6-DE.8-PMEsec2.45,Circuit,277/480,1046,Lights Lobby 2016 | Level 2,Lights Lobby!#!#!2016 | Level 2,,,,,,
MSWB.6-DE.8-PMEsec2.46,Circuit,277/480,1046,Lights-corr 2015,Lights corr!#!#!2015,,,,,,
MSWB.6-DE.8-PMEsec2.47,Circuit,277/480,1046,Lights Lobby 2016 | -stairs B~~1 | Alcoves 2014,Lights Lobby!#!#!2016 | !#!#!stairs B-1 | Alcoves!#!#!2014,,,,,,
MSWB.6-DE.8-PMEsec2.48,Circuit,277/480,1046,Lights-corr 2004 | Lights-corr 2005,Lights corr!#!#!2004 | Lights corr!#!#!2005,,,,,,
MSWB.6-DE.8-PMEsec2.49,Circuit,277/480,1046,Lights Elev Lobby 4001,Lights Elev Lobby!#!#!4001,,,,,,
MSWB.6-DE.8-PMEsec2.50,Circuit,277/480,1046,AHU-13 | 5 HP | Boiler Room Combustion Air,AHU-13,,,,,,
MSWB.6-DE.8-PMEsec2.51,Circuit,277/480,1046,Lights mechanical Penthouses,Lights mechanical Penthouses,,,,,,
MSWB.6-DE.8-PMEsec2.52,Circuit,277/480,1046,AHU-13 | 5 HP | Boiler Room Combustion Air,AHU-13,,,,,,
MSWB.6-DE.8-PMEsec2.53,Circuit,277/480,1046,BLANK,BLANK,,,,,,
MSWB.6-DE.8-PMEsec2.54,Circuit,277/480,1046,AHU-13 | 5 HP | Boiler Room Combustion Air,AHU-13,,,,,,
MSWB.6-DE.8-PMEsec2.55,Circuit,277/480,1046,Fuel Oil Pump P-4 & P-5,Fuel Oil Pump P-4 & P-5,,,,,,
MSWB.6-DE.8-PMEsec2.56,Circuit,277/480,1046,Water Heater (H2O) ,Water Heater (H2O),,,,,,
MSWB.6-DE.8-PMEsec2.57,Circuit,277/480,1046,Fuel Oil Pump P-4 & P-5,Fuel Oil Pump P-4 & P-5,,,,,,
MSWB.6-DE.8-PMEsec2.58,Circuit,277/480,1046,Water Heater (H2O) ,Water Heater (H2O),,,,,,
MSWB.6-DE.8-PMEsec2.59,Circuit,277/480,1046,Fuel Oil Pump P-4 & P-5,Fuel Oil Pump P-4 | Fuel Oil Pump P-5,,,,,,
MSWB.6-DE.8-PMEsec2.60,Circuit,277/480,1046,Water Heater (H2O) ,Water Heater (H2O),,,,,,
MSWB.6-DE.8-PMEsec2.61,Circuit,277/480,1046,jockey Pump #3,Jockey Pump #3,,,,,,
MSWB.6-DE.8-PMEsec2.62,Circuit,277/480,1046,F-21 | 10 HP | Smoke Control | Boiler Room ?,F-21,,,,,,
MSWB.6-DE.8-PMEsec2.63,Circuit,277/480,1046,jockey Pump #3,Jockey Pump #3,,,,,,
MSWB.6-DE.8-PMEsec2.64,Circuit,277/480,1046,F-21 | 10 HP | Smoke Control | Boiler Room ?,F-21,,,,,,
MSWB.6-DE.8-PMEsec2.65,Circuit,277/480,1046,jockey Pump #3,Jockey Pump #3,,,,,,
MSWB.6-DE.8-PMEsec2.66,Circuit,277/480,1046,F-21 | 10 HP | Smoke Control | Boiler Room ?,F-21,,,,,,
MSWB.6-DE.8-PMEsec2.67,Circuit,277/480,1046,ATC Air Compressor -1,ATC Air Compressor-1,,,,,,
MSWB.6-DE.8-PMEsec2.68,Circuit,277/480,1046,ATC Air Compressor-2,ATC Air Compressor-2,,,,,,
MSWB.6-DE.8-PMEsec2.69,Circuit,277/480,1046,ATC Air Compressor -1,ATC Air Compressor-1,,,,,,
MSWB.6-DE.8-PMEsec2.70,Circuit,277/480,1046,ATC Air Compressor-2,ATC Air Compressor-2,,,,,,
MSWB.6-DE.8-PMEsec2.71,Circuit,277/480,1046,ATC Air Compressor -1,ATC Air Compressor-1,,,,,,
MSWB.6-DE.8-PMEsec2.72,Circuit,277/480,1046,ATC Air Compressor-2,ATC Air Compressor-2,,,,,,
,,,,,,,,,,,
MSWB.7-DG,Panel,277/480,1007,B1 RM1007 | New Rm 101-01 | Dunn Gym,Panel!#!#!1007,,,,,,
MSWB.7-DG.4,Circuit,277/480,1007,ACCU-1,ACCU-1,,,,,,
MSWB.7-DG.5,Circuit,277/480,1007,spare,spare,,,,,,
MSWB.7-DG.6,Circuit,277/480,1007,Site Light / Time clock,Site Light / Time clock,,,,,,
MSWB.7-DG.7,Circuit,277/480,1007,Site Light / Time clock,Site Light / Time clock,,,,,,
MSWB.7-DG.8,Circuit,277/480,1007,Site Light / Time clock,Site Light / Time clock,,,,,,
,,,,,,,,,,,
MSWB.7-DG.1-P4Gsec1,Panel,277/480,1007,B1 RM1007 | New Room 101-01 | Gym,Panel!#!#!1007,,,,,,
MSWB.7-DG.1-P4Gsec1.1,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec1.2,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec1.3,Circuit,277/480,1007,"Lights-3003, 3004",Lights!#!#!3003|Lights!#!#!3004,,,,,,
MSWB.7-DG.1-P4Gsec1.4,Circuit,277/480,1007,Lights-3003,Lights!#!#!3003,,,,,,
MSWB.7-DG.1-P4Gsec1.5,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec1.6,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec1.7,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec1.8,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec1.9,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec1.10,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec1.11,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec1.12,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec1.13,Circuit,277/480,1007,F-9,F-9,,,,,,
MSWB.7-DG.1-P4Gsec1.14,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec1.15,Circuit,277/480,1007,F-9 | 20 HP | Part of AHU 12 | Existing Gymm | Mechnical Room 3001,F-9,,,,,,
MSWB.7-DG.1-P4Gsec1.16,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec1.17,Circuit,277/480,1007,F-9 | 20 HP | Part of AHU 12 | Existing Gymm | Mechnical Room 3001,F-9,,,,,,
MSWB.7-DG.1-P4Gsec1.18,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec1.19,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec1.20,Circuit,277/480,1007,RTU-2  | Supply Fan 20 HP  | Return Fan 10 HP | Field House | ZN1,RTU-2,,,,,,
MSWB.7-DG.1-P4Gsec1.21,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec1.22,Circuit,277/480,1007,RTU-2  | Supply Fan 20 HP  | Return Fan 10 HP  Field House | ZN1,RTU-2,,,,,,
MSWB.7-DG.1-P4Gsec1.23,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec1.24,Circuit,277/480,1007,RTU-2  | Supply Fan 20 HP  | Return Fan 10 HP | Field House | ZN1,RTU-2,,,,,,
MSWB.7-DG.1-P4Gsec1.25,Circuit,277/480,1007,RTU-1  | Supply Fan 20 HP  | Return Fan 10 HP | Field House | ZN1,RTU-1,,,,,,
MSWB.7-DG.1-P4Gsec1.26,Circuit,277/480,1007,RTU-3  | Supply Fan 20 HP  | Return Fan 10 HP |  Field House | ZN1,RTU-3,,,,,,
MSWB.7-DG.1-P4Gsec1.27,Circuit,277/480,1007,RTU-1  | Supply Fan 20 HP  | Return Fan 10 HP |  Field House | ZN1,RTU-1,,,,,,
MSWB.7-DG.1-P4Gsec1.28,Circuit,277/480,1007,RTU-3  | Supply Fan 20 HP  | Return Fan 10 HP |  Field House | ZN1,RTU-3,,,,,,
MSWB.7-DG.1-P4Gsec1.29,Circuit,277/480,1007,RTU-1  | Supply Fan 20 HP  | Return Fan 10 HP |  Field House | ZN1,RTU-1,,,,,,
MSWB.7-DG.1-P4Gsec1.30,Circuit,277/480,1007,RTU-3  | Supply Fan 20 HP  | Return Fan 10 HP |  Field House | ZN1,RTU-3,,,,,,
MSWB.7-DG.1-P4Gsec1.31,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec1.32,Circuit,277/480,1007,AHU-2 | 5 HP | Lobby | ZN4,AHU-2,,,,,,
MSWB.7-DG.1-P4Gsec1.33,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec1.34,Circuit,277/480,1007,AHU-2 | 5 HP | Lobby | ZN4,AHU-2,,,,,,
MSWB.7-DG.1-P4Gsec1.35,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec1.36,Circuit,277/480,1007,AHU-2 | 5 HP | Lobby | ZN4,AHU-2,,,,,,
,,,,,,,,,,,
MSWB.7-DG.1-P4Gsec2,Panel,277/480,1007,B1 RM1007 | New Room 101-01 | Gym,Panel!#!#!1007,,,,,,
MSWB.7-DG.1-P4Gsec2.37,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec2.38,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec2.39,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec2.40,Circuit,277/480,1007,F-8 | 5 HP | Part of AHU-11 | ZN3,F-8,,,,,,
MSWB.7-DG.1-P4Gsec2.41,Circuit,277/480,1007,P-8 | 5 HP | Hot Water Pump ,P-8,,,,,,
MSWB.7-DG.1-P4Gsec2.42,Circuit,277/480,1007,F-8 | 5 HP | Part of AHU-11 | ZN3,F-8,,,,,,
MSWB.7-DG.1-P4Gsec2.43,Circuit,277/480,1007,P-8 | 5 HP | Hot Water Pump ,P-8,,,,,,
MSWB.7-DG.1-P4Gsec2.44,Circuit,277/480,1007,F-8 | 5 HP | Part of AHU-11 | ZN3,F-8,,,,,,
MSWB.7-DG.1-P4Gsec2.45,Circuit,277/480,1007,P-8 | 5 HP | Hot Water Pump ,P-8,,,,,,
MSWB.7-DG.1-P4Gsec2.46,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec2.47,Circuit,277/480,1007,P-9 | 5 HP | Hot Water Pump ,P-9,,,,,,
MSWB.7-DG.1-P4Gsec2.48,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec2.49,Circuit,277/480,1007,P-9 | 5 HP | Hot Water Pump ,P-9,,,,,,
MSWB.7-DG.1-P4Gsec2.50,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec2.51,Circuit,277/480,1007,P-9 | 5 HP | Hot Water Pump ,P-9,,,,,,
MSWB.7-DG.1-P4Gsec2.52,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec2.53,Circuit,277/480,1007,AHU-11 | 10 HP | LockerArea |  Gymm | ZN3,AHU-11,,,,,,
MSWB.7-DG.1-P4Gsec2.54,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec2.55,Circuit,277/480,1007,AHU-11 | 10 HP | LockerArea |  Gymm | ZN3,AHU-11,,,,,,
MSWB.7-DG.1-P4Gsec2.56,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec2.57,Circuit,277/480,1007,AHU-11 | 10 HP | LockerArea |  Gymm | ZN3,AHU-11,,,,,,
MSWB.7-DG.1-P4Gsec2.58,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec2.59,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec2.60,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec2.61,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec2.62,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec2.63,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec2.64,Circuit,277/480,1007,RTU-4 | Supply Fan 20 HP  | Return Fan 10 HP | New Gymnasium,RTU-4,,,,,,
MSWB.7-DG.1-P4Gsec2.65,Circuit,277/480,1007,AHU-12 | 20 HP | Existing Gymm | ZN2,AHU-12,,,,,,
MSWB.7-DG.1-P4Gsec2.66,Circuit,277/480,1007,RTU-4 | Supply Fan 20 HP  | Return Fan 10 HP | New Gymnasium,RTU-4,,,,,,
MSWB.7-DG.1-P4Gsec2.67,Circuit,277/480,1007,AHU-12 | 20 HP | Existing Gymm| ZN2,AHU-12,,,,,,
MSWB.7-DG.1-P4Gsec2.68,Circuit,277/480,1007,RTU-4 | Supply Fan 20 HP  | Return Fan 10 HP | New Gymnasium,RTU-4,,,,,,
MSWB.7-DG.1-P4Gsec2.69,Circuit,277/480,1007,AHU-12 | 20 HP | Existing Gymm| ZN2,AHU-12,,,,,,
MSWB.7-DG.1-P4Gsec2.70,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec2.71,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec2.72,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec2.73,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec2.74,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec2.75,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec2.76,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec2.77,Circuit,277/480,1007,BLANK,BLANK,,,,,,
MSWB.7-DG.1-P4Gsec2.78,Circuit,277/480,1007,BLANK,BLANK,,,,,,
,,,,,,,,,,,
MSWB.7-DG.2-L4GC,Panel,277/480,1007,B1 RM1007 | New Room 101-01 | Gym,Panel!#!#!1007,,,,,,
MSWB.7-DG.2-L4GC.1,Circuit,277/480,1007,Spare,Spare,,,,,,
MSWB.7-DG.2-L4GC.2,Circuit,277/480,1007,"Lights mechanical Room, Store, Women's Team Room",Lights mechanical Room|Lights!#!#!Store |Lights!#!#!Women's Team Room,,,,,,
MSWB.7-DG.2-L4GC.3,Circuit,277/480,1007,"Lights Room 1015, 1016, 1017",Lights!#!#!1015 | Lights!#!#!1016 |Lights!#!#!1017,,,,,,
MSWB.7-DG.2-L4GC.4,Circuit,277/480,1007,"Lights mechanical Room 1043, boys' Team Room",Lights!#!#!1043| Lights!#!#!boys' Team Room,,,,,,
MSWB.7-DG.2-L4GC.5,Circuit,277/480,1007,Lights girls' locker room | Equipment Storage ,Lights girls' locker room |Lights Equipment Storage,,,,,,
MSWB.7-DG.2-L4GC.6,Circuit,277/480,1007,Spare,Spare,,,,,,
MSWB.7-DG.2-L4GC.7,Circuit,277/480,1007,"Lights 1033, 1034 | Team Room ",Lights!#!#!1033| Lights!#!#!1034 | Team Room,,,,,,
MSWB.7-DG.2-L4GC.8,Circuit,277/480,1007,Lights boys' locker room | Rm 1032,Lights boys' locker room | Rm!#!#!1032,,,,,,
MSWB.7-DG.2-L4GC.9,Circuit,277/480,1007,Spare,Spare,,,,,,
MSWB.7-DG.2-L4GC.10,Circuit,277/480,1007,Spare,Spare,,,,,,
MSWB.7-DG.2-L4GC.11,Circuit,277/480,1007,Lights boys' corridor 1040,Lights corr!#!#!1040,,,,,,
MSWB.7-DG.2-L4GC.12,Circuit,277/480,1007,Spare,Spare,,,,,,
MSWB.7-DG.2-L4GC.13,Circuit,277/480,1007,"Lights corridor 1004, | Arts Lobby 1051",Lights corr!#!#!1004 | Lights Arts Lobby!#!#!1051,,,,,,
MSWB.7-DG.2-L4GC.14,Circuit,277/480,1007,"Lights Bath 1028, 1029, 1030, 1030A, 1030B",Lights Bath!#!#!1028 |Lights Bath!#!#!1029 |Lights Bath!#!#!1030 |Lights Bath!#!#!1030A |Lights Bath!#!#!1030B,,,,,,
MSWB.7-DG.2-L4GC.15,Circuit,277/480,1007,"Lights Room 1052,1044, 1047A, 1051A, 1051B",Lights!#!#!1052 | Lights!#!#!1044 | Lights!#!#!1047A | Lights!#!#!1051A | Lights!#!#!1051B,,,,,,
MSWB.7-DG.2-L4GC.16,Circuit,277/480,1007, ,,,,,,,
MSWB.7-DG.2-L4GC.17,Circuit,277/480,1007,Lights classrm 1054,Lights classrm!#!#!1054,,,,,,
MSWB.7-DG.2-L4GC.18,Circuit,277/480,1007,Spare,Spare,,,,,,
MSWB.7-DG.2-L4GC.19,Circuit,277/480,1007,Lights Ceramic Rm 1047,Lights Ceramic!#!#!1047,,,,,,
MSWB.7-DG.2-L4GC.20,Circuit,277/480,1007,Lights Art Rm 1048,Lights Art!#!#!1048,,,,,,
MSWB.7-DG.2-L4GC.21,Circuit,277/480,1007,Lights Art Rm 1049 | Elevator mechanical Room,Lights Art!#!#!1049 | Elevator mechanical Room,,,,,,
MSWB.7-DG.2-L4GC.22,Circuit,277/480,1007,Spare,Spare,,,,,,
MSWB.7-DG.2-L4GC.23,Circuit,277/480,1007,Safari,Safari,,,,,,
MSWB.7-DG.2-L4GC.24,Circuit,277/480,1007,Safari,Safari,,,,,,
MSWB.7-DG.2-L4GC.25,Circuit,277/480,1007,Spare,Spare,,,,,,
MSWB.7-DG.2-L4GC.26,Circuit,277/480,1007,Spare,Spare,,,,,,
MSWB.7-DG.2-L4GC.27,Circuit,277/480,1007,By-pass Relays,bypass Relays,,,,,,
MSWB.7-DG.2-L4GC.28,Circuit,277/480,1007,Far Safari lights,Far Safari lights,,,,,,
MSWB.7-DG.2-L4GC.29,Circuit,277/480,1007,By-pass Relays,bypass Relays,,,,,,
MSWB.7-DG.2-L4GC.30,Circuit,277/480,1007,Near Safari lights,Near Safari lights,,,,,,
MSWB.7-DG.2-L4GC.31,Circuit,277/480,1007,By-pass Relays,bypass Relays,,,,,,
MSWB.7-DG.2-L4GC.32,Circuit,277/480,1007,Spare,Spare,,,,,,
MSWB.7-DG.2-L4GC.33,Circuit,277/480,1007,Spare,Spare,,,,,,
MSWB.7-DG.2-L4GC.34,Circuit,277/480,1007,Spare,Spare,,,,,,
MSWB.7-DG.2-L4GC.35,Circuit,277/480,1007,Spare,Spare,,,,,,
MSWB.7-DG.2-L4GC.36,Circuit,277/480,1007,Spare,Spare,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC,Transformer,277/480,1007,New Room 101-01 | Gym 75 KVA,Transformer!#!#!1007,,,,,,
MSWB.7-DG.2-L4GC.37B,Circuit,277/480,1007,LGC via TGC TGC>LGC,LGC via TGC TGC>LGC,,,,,,
MSWB.7-DG.2-L4GC.37C,Circuit,277/480,1007,LGC via TGC TGC>LGC,LGC via TGC TGC>LGC,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1,Panel,120/208,1007,B1 RM1007 | 101-01 | L4GC> TGC > L4Gsec1 ,Panel!#!#!1007,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.1,Circuit,120/208,1007,Outlets Gym South wall,Outlets Gym South wall,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.2,Circuit,120/208,1007,Folding curtain gym,Folding curtain gym,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.3,Circuit,120/208,1007,Outlets mechanical room 1011 - 1016,Outlets mechanical room!#!#!1011|Outlets mechanical room!#!#!1016,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.4,Circuit,120/208,1007,Backboard gym (South),Backboard gym (South),,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.5,Circuit,120/208,1007,Backboard gym (North),Backboard gym (North),,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.6,Circuit,120/208,1007,Outlet Stage | Outlet equip RM 1017,Outlet Stage | Outlet equip!#!#!1017,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.7,Circuit,120/208,1007,Outlets-corr 1011,Outlets corr!#!#!1011,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.8,Circuit,120/208,1007,Outlets storage | Outlets-corr 1008 | South parking pole outlets,Outlets storage | Outlets corr!#!#!1008 | South parking pole outlets,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.9-LGCsec1-1,Circuit,120/208,1007,Panel LGC Sec1-1,Panel LGC Sec1-1,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.10,Circuit,120/208,1007,Backboard gym (North),Backboard gym (North),,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.11-LGCsec1-1,Circuit,120/208,1007,Panel LGC Sec1-1,Panel LGC Sec1-1,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.12,Circuit,120/208,1007,Outlet CUH gym west entry | Outlet field house floor,Outlet CUH gym west entry | Outlet field house floor,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.13-LGCsec1-1,Circuit,120/208,1007,Panel LGC Sec1-1,Panel LGC Sec1-1,,,,,,
MSWB.7-DG.2-L4GC.37A-TGC.LGCsec1.14,Circuit,120/208,1007,Folding curtain gym,Folding curtain gym,,,,,,
